lat,lon,name,ele,time,At,d,v,stops,orientation,reorientation
41.602723,2.282873,G8,141.539,2022-04-30 11:28:25+00:00,4.0,5.565339288631862,1.3913348221579656,moving,177.43108879159354,14.628724758315997
41.602673,2.282876,G8,141.51,2022-04-30 11:28:29+00:00,4.0,5.571514527261175,1.3928786318152937,moving,192.0598135499096,37.38062647286597
41.602624,2.282862,G8,141.573,2022-04-30 11:28:33+00:00,2.0,5.472204965316045,2.7361024826580227,moving,229.4404400227755,123.7369632047668
41.602592,2.282812,G8,141.549,2022-04-30 11:28:35+00:00,42.0,5.599397185439878,0.1333189806057114,stop,353.1774032275423,-92.81527317933096
41.602642,2.282804,G8,141.67,2022-04-30 11:29:17+00:00,8.0,5.313315760347883,0.6641644700434853,moving,260.3621300482113,-17.89629878603361
41.602634,2.282741,G8,141.72,2022-04-30 11:29:25+00:00,5.0,5.532351460307951,1.1064702920615903,moving,242.4658312621777,90.27988042246758
41.602611,2.282682,G8,141.645,2022-04-30 11:29:30+00:00,6.0,5.6286485765522025,0.9381080960920336,moving,332.7457116846453,52.09385950805631
41.602656,2.282651,G8,141.79,2022-04-30 11:29:36+00:00,4.0,5.146282336197387,1.2865705840493469,moving,24.83957119270161,20.297920587940155
41.602698,2.282677,G8,141.824,2022-04-30 11:29:40+00:00,6.0,5.0442282742769375,0.8407047123794896,moving,45.13749178064177,-58.384180960689775
41.60273,2.28272,G8,141.804,2022-04-30 11:29:46+00:00,7.0,6.168658758910615,0.8812369655586593,moving,346.753310819952,50.03455221068771
41.602784,2.282703,G8,141.814,2022-04-30 11:29:53+00:00,5.0,5.414944409290689,1.0829888818581377,moving,36.7878630306397,4.550979239954245
41.602823,2.282742,G8,141.909,2022-04-30 11:29:58+00:00,6.0,5.035355684679607,0.8392259474466012,moving,41.33884227059394,-39.43537628962622
41.602857,2.282782,G8,142.083,2022-04-30 11:30:04+00:00,6.0,5.0065342641709085,0.8344223773618181,moving,1.903465980967724,10.917557239654172
41.602902,2.282784,G8,142.042,2022-04-30 11:30:10+00:00,5.0,5.245753870428321,1.0491507740856645,moving,12.821023220621896,-21.982921530588044
41.602948,2.282798,G8,142.153,2022-04-30 11:30:15+00:00,9.0,5.744224014449243,0.6382471127165825,moving,350.83810169003385,26.812808331656697
41.602999,2.282787,G8,142.266,2022-04-30 11:30:24+00:00,8.0,5.484356349093063,0.6855445436366329,moving,17.65091002169055,-11.296131710348677
41.603046,2.282807,G8,142.382,2022-04-30 11:30:32+00:00,6.0,5.25847179116928,0.87641196519488,moving,6.3547783113418745,-12.1028223494979
41.603093,2.282814,G8,142.333,2022-04-30 11:30:38+00:00,7.0,5.811356068004658,0.8301937240006654,moving,354.251955961844,33.57453774061844
41.603145,2.282807,G8,142.483,2022-04-30 11:30:45+00:00,6.0,6.41244334315186,1.0687405571919768,moving,27.82649370246241,-38.63519362762605
41.603196,2.282843,G8,142.418,2022-04-30 11:30:51+00:00,5.0,5.3205547164813325,1.0641109432962663,moving,349.1913000748364,-10.07366083089147
41.603243,2.282831,G8,142.663,2022-04-30 11:30:56+00:00,6.0,5.8316050190047,0.9719341698341166,moving,339.1176392439449,0.3826111412624868
41.603292,2.282806,G8,142.762,2022-04-30 11:31:02+00:00,5.0,5.223352489054948,1.0446704978109895,moving,339.5002503852074,-14.81412749555784
41.603336,2.282784,G8,142.783,2022-04-30 11:31:07+00:00,7.0,5.178211056488226,0.7397444366411751,moving,324.68612288964954,-40.301269782160375
41.603374,2.282748,G8,142.711,2022-04-30 11:31:14+00:00,5.0,6.266182019028226,1.2532364038056452,moving,284.3848531074892,6.055514001563552
41.603388,2.282675,G8,142.709,2022-04-30 11:31:19+00:00,4.0,5.412773899741156,1.353193474935289,moving,290.4403671090527,10.59912263753813
41.603405,2.282614,G8,142.777,2022-04-30 11:31:23+00:00,6.0,5.822531895069877,0.970421982511646,moving,301.03948974659085,22.17292480703668
41.603432,2.282554,G8,142.786,2022-04-30 11:31:29+00:00,8.0,5.831457544358273,0.7289321930447841,moving,323.2124145536275,37.66187136688092
41.603474,2.282512,G8,142.767,2022-04-30 11:31:37+00:00,11.0,5.449185794440199,0.4953805267672908,stop,0.8742859205084414,2.417725240392542
41.603523,2.282513,G8,142.77,2022-04-30 11:31:48+00:00,6.0,5.791693453388269,0.9652822422313782,moving,3.292011160900984,-9.151941700260863
41.603575,2.282517,G8,142.766,2022-04-30 11:31:54+00:00,5.0,5.700730671627558,1.1401461343255117,moving,354.1400694606401,-31.643902355268267
41.603626,2.28251,G8,142.767,2022-04-30 11:31:59+00:00,5.0,5.326283572165077,1.0652567144330154,moving,322.49616710537185,-51.29907524139253
41.603664,2.282471,G8,142.747,2022-04-30 11:32:04+00:00,6.0,5.322546075965524,0.8870910126609206,moving,271.1970918639793,-8.571275845420189
41.603665,2.282407,G8,142.732,2022-04-30 11:32:10+00:00,7.0,5.198084490794488,0.7425834986849269,moving,262.62581601855914,1.1185526410387183
41.603659,2.282345,G8,142.827,2022-04-30 11:32:17+00:00,49.0,5.1023264975804,0.1041291121955183,stop,263.74436865959785,-19.274405456637908
41.603654,2.282284,G8,142.851,2022-04-30 11:33:06+00:00,79.0,5.1600429231377,0.0653169990270595,stop,244.46996320296,13.999915518602108
41.603634,2.282228,G8,142.801,2022-04-30 11:34:25+00:00,89.0,5.006690513115189,0.0562549495855639,stop,258.46987872156205,-15.366932328239528
41.603625,2.282169,G8,142.811,2022-04-30 11:35:54+00:00,15.0,5.407486884788213,0.3604991256525475,stop,243.10294639332253,-159.77718526445616
41.603603,2.282111,G8,142.809,2022-04-30 11:36:09+00:00,29.0,6.697122532945577,0.230935259756744,stop,83.32576112886636,-112.61020132983236
41.60361,2.282191,G8,142.796,2022-04-30 11:36:38+00:00,129.0,5.099503069589938,0.0395310315472088,stop,330.715559799034,165.7576759854831
41.60365,2.282161,G8,142.715,2022-04-30 11:38:47+00:00,398.0,5.674361277683417,0.014257189139908,stop,136.4732357845171,-123.06341388127504
41.603613,2.282208,G8,142.836,2022-04-30 11:45:25+00:00,28.0,7.88749372236555,0.2816962043701982,stop,13.409821903242062,154.65785396455766
41.603682,2.28223,G8,142.969,2022-04-30 11:45:53+00:00,31.0,5.227929037832054,0.1686428721881308,stop,168.06767586779972,-66.0325255314417
41.603636,2.282243,G8,143.585,2022-04-30 11:46:24+00:00,71.0,5.866057860622371,0.0826205332482024,stop,102.03515033635802,26.88386994086852
41.603625,2.282312,G8,143.526,2022-04-30 11:47:35+00:00,6.0,5.663984781397167,0.9439974635661944,moving,128.91902027722654,13.557918722682077
41.603593,2.282365,G8,143.566,2022-04-30 11:47:41+00:00,5.0,5.187452736749193,1.0374905473498386,moving,142.4769389999086,40.52685697068373
41.603556,2.282403,G8,143.531,2022-04-30 11:47:46+00:00,7.0,6.346830942786581,0.9066901346837972,moving,183.0037959705924,-6.5694675941713
41.603499,2.282399,G8,143.646,2022-04-30 11:47:53+00:00,3.0,5.347708727205022,1.7825695757350075,moving,176.43432837642104,-66.29699576289096
41.603451,2.282403,G8,143.717,2022-04-30 11:47:56+00:00,5.0,5.490758967531811,1.098151793506362,moving,110.13733261353008,-169.5146091831818
41.603434,2.282465,G8,143.887,2022-04-30 11:48:01+00:00,6.0,5.893927195045938,0.982321199174323,moving,300.6227234303483,64.40472604027036
41.603461,2.282404,G8,143.715,2022-04-30 11:48:07+00:00,2.0,7.590456828844514,3.795228414422257,moving,5.027449470618649,10.976005285394592
41.603529,2.282412,G8,143.709,2022-04-30 11:48:09+00:00,2.0,8.444495832799054,4.222247916399527,moving,16.00345475601324,-6.125313325137199
41.603602,2.28244,G8,143.472,2022-04-30 11:48:11+00:00,2.0,8.239379858769068,4.119689929384534,moving,9.878141430876042,-41.27853797121156
41.603675,2.282457,G8,143.281,2022-04-30 11:48:13+00:00,2.0,6.383422300536192,3.191711150268096,moving,328.5996034596645,-53.06441961219065
41.603724,2.282417,G8,143.742,2022-04-30 11:48:15+00:00,2.0,5.763988459431932,2.881994229715966,moving,275.53518384747383,0.8239086630816246
41.603729,2.282348,G8,144.075,2022-04-30 11:48:17+00:00,6.0,5.019677357463112,0.8366128929105187,moving,276.35909251055546,-77.18176616321392
41.603734,2.282288,G8,144.071,2022-04-30 11:48:23+00:00,2.0,5.062307103333895,2.5311535516669474,moving,199.1773263473416,2.212039882549959
41.603691,2.282268,G8,144.052,2022-04-30 11:48:25+00:00,3.0,5.015646787223372,1.6718822624077907,moving,201.3893662298915,175.2626659689018
41.603649,2.282246,G8,144.032,2022-04-30 11:48:28+00:00,17.0,6.383424558345601,0.3754955622556236,stop,16.65203219879328,-164.83333117910934
41.603704,2.282268,G8,143.977,2022-04-30 11:48:45+00:00,21.0,6.15044580331114,0.2928783715862447,stop,211.818701019684,-4.268082900097028
41.603657,2.282229,G8,143.942,2022-04-30 11:49:06+00:00,6.0,5.392925376046406,0.8988208960077344,moving,207.5506181195869,107.7294605014807
41.603614,2.282199,G8,143.944,2022-04-30 11:49:12+00:00,148.0,5.790141823384556,0.0391225798877334,stop,315.2800786210676,109.26542178957465
41.603651,2.28215,G8,144.005,2022-04-30 11:51:40+00:00,18.0,5.433054227883297,0.3018363459935165,stop,64.54550041064226,130.66609657703117
41.603672,2.282209,G8,144.315,2022-04-30 11:51:58+00:00,168.0,6.337774815246321,0.0377248500907519,stop,195.21159698767343,141.3525713519967
