lat,lon,name,ele,time,At,d,v,stops,orientation,reorientation
41.603468,2.282944,E7,133.248,2022-04-29 15:37:04+00:00,3.0,5.351705482983955,1.7839018276613183,moving,238.7055325698234,12.80802351578103
41.603443,2.282889,E7,132.82,2022-04-29 15:37:07+00:00,4.0,5.260252033348441,1.3150630083371102,moving,251.5135560856044,1.083555396086069
41.603428,2.282829,E7,132.72,2022-04-29 15:37:11+00:00,5.0,5.576676134848868,1.1153352269697736,moving,252.5971114816905,4.458112686125787
41.603413,2.282765,E7,132.631,2022-04-29 15:37:16+00:00,4.0,5.460168468663194,1.3650421171657985,moving,257.0552241678163,4.220020395779102
41.603402,2.282701,E7,132.463,2022-04-29 15:37:20+00:00,4.0,5.131343380187585,1.2828358450468962,moving,261.2752445635954,-15.301414442760064
41.603395,2.28264,E7,132.475,2022-04-29 15:37:24+00:00,13.0,5.462055012629755,0.4201580778945966,stop,245.9738301208353,3.5998209684952656
41.603375,2.28258,E7,132.336,2022-04-29 15:37:37+00:00,2.0,7.009352575089498,3.504676287544749,moving,249.57365108933053,6.041551758619875
41.603353,2.282501,E7,132.343,2022-04-29 15:37:39+00:00,2.0,6.266185208092956,3.133092604046478,moving,255.61520284795048,16.70546692120422
41.603339,2.282428,E7,132.364,2022-04-29 15:37:41+00:00,2.0,5.492209645082793,2.7461048225413967,moving,272.3206697691547,-19.78763820617155
41.603341,2.282362,E7,132.31,2022-04-29 15:37:43+00:00,3.0,5.927307992183449,1.9757693307278164,moving,252.53303156298315,19.45640885921182
41.603325,2.282294,E7,132.309,2022-04-29 15:37:46+00:00,4.0,6.406185527797403,1.6015463819493507,moving,271.98944042219495,16.75379455300765
41.603327,2.282217,E7,132.335,2022-04-29 15:37:50+00:00,3.0,5.882829795269148,1.960943265089716,moving,288.7432349752026,11.3855310708733
41.603344,2.28215,E7,132.254,2022-04-29 15:37:53+00:00,4.0,5.095148858451411,1.2737872146128528,moving,300.1287660460759,6.667663055017499
41.603367,2.282097,E7,132.255,2022-04-29 15:37:57+00:00,6.0,6.126202706191068,1.021033784365178,moving,306.7964291010934,-16.9535766767695
41.6034,2.282038,E7,132.157,2022-04-29 15:38:03+00:00,7.0,5.568899281108416,0.795557040158345,moving,289.8428524243239,-32.61404530725383
41.603417,2.281975,E7,132.097,2022-04-29 15:38:10+00:00,4.0,5.030112727916726,1.2575281819791817,moving,257.22880711707006,10.6437683210533
41.603407,2.281916,E7,131.798,2022-04-29 15:38:14+00:00,5.0,5.99071073557741,1.1981421471154818,moving,267.87257543812336,10.696597872758844
41.603405,2.281844,E7,131.46,2022-04-29 15:38:19+00:00,5.0,5.970079717636977,1.1940159435273954,moving,278.5691733108822,-1.422998120105035
41.603413,2.281773,E7,131.352,2022-04-29 15:38:24+00:00,6.0,5.363064958540319,0.8938441597567198,moving,277.1461751907772,59.48765045543064
41.603419,2.281709,E7,131.313,2022-04-29 15:38:30+00:00,5.0,5.4507977861734185,1.0901595572346836,moving,336.6338256462078,12.364153457767884
41.603464,2.281683,E7,131.375,2022-04-29 15:38:35+00:00,5.0,5.663845325775484,1.1327690651550968,moving,348.9979791039757,-48.27198273040017
41.603514,2.28167,E7,131.228,2022-04-29 15:38:40+00:00,5.0,5.22314989908255,1.04462997981651,moving,300.7259963735755,-168.71815519978327
41.603538,2.281616,E7,131.22,2022-04-29 15:38:45+00:00,13.0,5.483045884090569,0.4217727603146591,stop,132.00784117379226,-24.345744753817144
41.603505,2.281665,E7,131.109,2022-04-29 15:38:58+00:00,5.0,5.497385520380808,1.0994771040761615,moving,107.66209641997511,66.24054160467892
41.60349,2.281728,E7,131.138,2022-04-29 15:39:03+00:00,5.0,5.479550097566245,1.095910019513249,moving,173.90263802465404,23.21099748488484
41.603441,2.281735,E7,131.147,2022-04-29 15:39:08+00:00,4.0,5.93366590836877,1.4834164770921925,moving,197.11363550953888,61.724675998725104
41.60339,2.281714,E7,131.148,2022-04-29 15:39:12+00:00,8.0,5.1697536909148525,0.6462192113643566,moving,258.838311508264,-94.0499713564014
41.603381,2.281653,E7,131.19,2022-04-29 15:39:20+00:00,6.0,5.070221395894018,0.8450368993156697,moving,164.7883401518626,0.4275187864495819
41.603337,2.281669,E7,131.16,2022-04-29 15:39:26+00:00,6.0,5.865111141083498,0.9775185235139164,moving,165.21585893831218,-11.712436989327784
41.603286,2.281687,E7,131.011,2022-04-29 15:39:32+00:00,10.0,5.218312859728538,0.5218312859728538,stop,153.5034219489844,-149.78313822107503
41.603244,2.281715,E7,130.913,2022-04-29 15:39:42+00:00,330.0,5.125768112989249,0.0155326306454219,stop,3.7202837279093615,-147.57698191823258
41.60329,2.281719,E7,130.935,2022-04-29 15:45:12+00:00,5.0,5.920889572039801,1.1841779144079605,moving,216.1433018096768,-178.62013349804752
41.603247,2.281677,E7,131.036,2022-04-29 15:45:17+00:00,10.0,5.187461952459056,0.5187461952459056,stop,37.52316831162926,56.23974673134205
41.603284,2.281715,E7,131.173,2022-04-29 15:45:27+00:00,8.0,5.08293270741494,0.6353665884268674,moving,93.76291504297131,-96.3841539611069
41.603281,2.281776,E7,131.385,2022-04-29 15:45:35+00:00,16.0,5.45425827860726,0.3408911424129537,stop,357.3787610818644,159.10928489180122
41.60333,2.281773,E7,131.313,2022-04-29 15:45:51+00:00,14.0,6.669438167386814,0.4763884405276296,stop,156.48804597366563,135.37254286960615
41.603275,2.281805,E7,131.309,2022-04-29 15:46:05+00:00,8.0,5.37535442426504,0.67191930303313,moving,291.8605888432718,-21.86056726606216
41.603293,2.281745,E7,131.388,2022-04-29 15:46:13+00:00,6.0,5.4045621936757255,0.900760365612621,moving,270.0000215772096,-14.974139511518617
41.603293,2.28168,E7,131.327,2022-04-29 15:46:19+00:00,4.0,5.594539040042693,1.3986347600106732,moving,255.025882065691,-152.61485544848006
41.60328,2.281615,E7,131.388,2022-04-29 15:46:23+00:00,78.0,6.72580005351741,0.0862282058143257,stop,102.41102661721096,-112.13487696820778
41.603267,2.281694,E7,131.31,2022-04-29 15:47:41+00:00,57.0,5.415154727079388,0.0950027145101647,stop,350.2761496490032,10.426166534938432
41.603315,2.281683,E7,131.36,2022-04-29 15:48:38+00:00,5.0,6.783400128399775,1.356680025679955,moving,0.7023161839416048,13.072991076787162
41.603376,2.281684,E7,131.411,2022-04-29 15:48:43+00:00,3.0,6.983764812676718,2.3279216042255726,moving,13.775307260728766,26.37647552228356
41.603437,2.281704,E7,131.663,2022-04-29 15:48:46+00:00,4.0,5.673664955149237,1.4184162387873092,moving,40.15178278301232,27.78784483009872
41.603476,2.281748,E7,131.785,2022-04-29 15:48:50+00:00,4.0,5.921190585008334,1.4802976462520836,moving,67.93962761311104,-169.5655988657187
41.603496,2.281814,E7,131.856,2022-04-29 15:48:54+00:00,39.0,5.517748129340963,0.1414807212651529,stop,258.37402874739234,-13.511814958108944
41.603486,2.281749,E7,131.841,2022-04-29 15:49:33+00:00,4.0,5.235204903280765,1.308801225820191,moving,244.8622137892834,-40.69858145129513
41.603466,2.281692,E7,131.881,2022-04-29 15:49:37+00:00,3.0,5.48430551059699,1.8281018368656632,moving,204.16363233798828,-33.074391487743384
41.603421,2.281665,E7,131.709,2022-04-29 15:49:40+00:00,3.0,6.978307990202274,2.326102663400758,moving,171.0892408502449,-21.18212349633086
41.603359,2.281678,E7,131.709,2022-04-29 15:49:43+00:00,6.0,5.140691299725002,0.8567818832875003,moving,149.90711735391403,5.763536473745603
41.603319,2.281709,E7,131.755,2022-04-29 15:49:49+00:00,47.0,5.247389684532556,0.1116465890326075,stop,155.67065382765963,31.73881251822715
41.603276,2.281735,E7,131.764,2022-04-29 15:50:36+00:00,43.0,5.158036876186765,0.1199543459578317,stop,187.4094663458868,-12.862334307756868
41.60323,2.281727,E7,131.635,2022-04-29 15:51:19+00:00,117.0,5.249918966317335,0.0448711022762165,stop,174.54713203812992,167.8721844197566
41.603183,2.281733,E7,131.617,2022-04-29 15:53:16+00:00,35.0,6.881938760796911,0.1966268217370546,stop,342.4193164578865,-130.04578714050285
41.603242,2.281708,E7,131.787,2022-04-29 15:53:51+00:00,89.0,6.056257343215019,0.0680478353170226,stop,212.37352931738369,-131.38927206004547
41.603196,2.281669,E7,132.268,2022-04-29 15:55:20+00:00,57.0,4.9670527142184735,0.0871412756880433,stop,80.98425725733819,101.48595623279414
41.603203,2.281728,E7,132.33,2022-04-29 15:56:17+00:00,24.0,5.787514153286423,0.2411464230536009,stop,182.47021349013232,0.2055654174967003
41.603151,2.281725,E7,132.482,2022-04-29 15:56:41+00:00,4.0,5.343182149342821,1.335795537335705,moving,182.67577890762905,-5.846143012513153
41.603103,2.281722,E7,132.553,2022-04-29 15:56:45+00:00,6.0,6.013730020970899,1.0022883368284832,moving,176.82963589511587,7.8338948844703395
41.603049,2.281726,E7,132.323,2022-04-29 15:56:51+00:00,4.0,6.136035277675164,1.534008819418791,moving,184.6635307795862,16.64910171102656
41.602994,2.28172,E7,132.383,2022-04-29 15:56:55+00:00,3.0,5.4904522518414085,1.8301507506138028,moving,201.3126324906128,-22.243936284740755
41.602948,2.281696,E7,132.311,2022-04-29 15:56:58+00:00,4.0,5.115642393637976,1.278910598409494,moving,179.06869620587202,-69.22603161613978
41.602902,2.281697,E7,132.509,2022-04-29 15:57:02+00:00,28.0,5.568938606640264,0.1988906645228665,stop,109.84266458973224,-26.09826246807228
41.602885,2.28176,E7,132.573,2022-04-29 15:57:30+00:00,9.0,5.102386583521047,0.5669318426134496,moving,83.74440212165996,-10.430208109335467
41.60289,2.281821,E7,132.462,2022-04-29 15:57:39+00:00,8.0,5.034547986258202,0.6293184982822753,moving,73.31419401232449,-16.66098150457617
41.602903,2.281879,E7,132.413,2022-04-29 15:57:47+00:00,3.0,6.27071554230486,2.09023851410162,moving,56.65321250774832,27.561746541161256
41.602934,2.281942,E7,132.325,2022-04-29 15:57:50+00:00,4.0,5.515831212495381,1.3789578031238452,moving,84.21495904890958,23.3908263029976
41.602939,2.282008,E7,132.375,2022-04-29 15:57:54+00:00,11.0,5.146782103400934,0.4678892821273576,stop,107.60578535190716,-27.78980145685944
41.602925,2.282067,E7,132.356,2022-04-29 15:58:05+00:00,5.0,5.660061846080412,1.1320123692160824,moving,79.81598389504774,22.390755144365187
41.602934,2.282134,E7,132.438,2022-04-29 15:58:10+00:00,5.0,5.784824867541175,1.156964973508235,moving,102.20673903941292,14.934697674907396
41.602923,2.282202,E7,132.47,2022-04-29 15:58:15+00:00,4.0,5.606193578337173,1.4015483945842933,moving,117.14143671432032,28.59207171193969
41.6029,2.282262,E7,132.521,2022-04-29 15:58:19+00:00,9.0,6.054698746186594,0.6727443051318438,moving,145.73350842626002,17.614240346198528
41.602855,2.282303,E7,132.666,2022-04-29 15:58:28+00:00,2.0,5.222807520813549,2.6114037604067746,moving,163.34774877245854,71.7141792604622
41.60281,2.282321,E7,132.729,2022-04-29 15:58:30+00:00,11.0,6.795675424800962,0.6177886749819056,stop,235.06192803292075,167.3633677301331
41.602775,2.282254,E7,132.921,2022-04-29 15:58:41+00:00,12.0,5.422986183127907,0.4519155152606589,stop,42.42529576305384,-86.92761241233171
41.602811,2.282298,E7,132.909,2022-04-29 15:58:53+00:00,10.0,5.456678088187722,0.5456678088187722,stop,315.4976833507221,-159.36971967712634
41.602846,2.282252,E7,132.937,2022-04-29 15:59:03+00:00,9.0,5.958271739226107,0.6620301932473452,moving,156.1279636735958,-26.46461220221778
41.602797,2.282281,E7,132.946,2022-04-29 15:59:12+00:00,5.0,5.400553916187575,1.080110783237515,moving,129.663351471378,-60.57475323269722
41.602766,2.282331,E7,132.977,2022-04-29 15:59:17+00:00,33.0,4.9845929334571,0.1510482707108212,stop,69.08859823868079,76.97125113056671
41.602782,2.282387,E7,133.099,2022-04-29 15:59:50+00:00,217.0,5.361237455116521,0.0247061633876337,stop,146.0598493692475,-147.5627963497181
41.602742,2.282423,E7,133.029,2022-04-29 16:03:27+00:00,104.0,6.340292025135532,0.0609643463955339,stop,358.4970530195294,-18.62753880310663
41.602799,2.282421,E7,133.44,2022-04-29 16:05:11+00:00,25.0,6.039912148642725,0.241596485945709,stop,339.8695142164228,162.23733262725523
41.60285,2.282396,E7,133.892,2022-04-29 16:05:36+00:00,67.0,6.904262136729458,0.1030486886079023,stop,142.106846843678,167.67628922869312
41.602801,2.282447,E7,134.254,2022-04-29 16:06:43+00:00,13.0,5.734534007497616,0.4411180005767396,stop,309.7831360723711,-35.14944360670222
41.602834,2.282394,E7,134.595,2022-04-29 16:06:56+00:00,4.0,5.505743271076479,1.3764358177691198,moving,274.6336924656689,-42.82430336090741
41.602838,2.282328,E7,134.549,2022-04-29 16:07:00+00:00,3.0,5.395368862938493,1.7984562876461645,moving,231.8093891047615,18.80235262839324
41.602808,2.282277,E7,134.302,2022-04-29 16:07:03+00:00,3.0,5.0243493228615375,1.6747831076205124,moving,250.6117417331548,33.58651077770534
41.602793,2.28222,E7,133.422,2022-04-29 16:07:06+00:00,5.0,6.346809596292226,1.269361919258445,moving,284.1982525108601,-17.73018026773849
41.602807,2.282146,E7,133.409,2022-04-29 16:07:11+00:00,4.0,5.414888056677529,1.3537220141693822,moving,266.4680722431216,8.55996997332528
41.602804,2.282081,E7,133.295,2022-04-29 16:07:15+00:00,6.0,6.343638624654831,1.0572731041091386,moving,275.02804221644686,-18.120934740042173
41.602809,2.282005,E7,133.154,2022-04-29 16:07:21+00:00,8.0,5.890319024311759,0.7362898780389698,moving,256.9071074764047,33.02671501149331
41.602797,2.281936,E7,133.585,2022-04-29 16:07:29+00:00,7.0,5.218363675686447,0.745480525098064,moving,289.933822487898,-19.93379858473924
41.602813,2.281877,E7,133.567,2022-04-29 16:07:36+00:00,12.0,5.986636501425834,0.4988863751188195,stop,270.0000239031588,15.466040048412708
41.602813,2.281805,E7,133.677,2022-04-29 16:07:48+00:00,6.0,5.003760735820802,0.8339601226368004,moving,285.46606395157147,-51.88707831012863
41.602825,2.281747,E7,133.598,2022-04-29 16:07:54+00:00,8.0,5.993181377052999,0.7491476721316248,moving,233.57898564144284,-45.25554366701323
41.602793,2.281689,E7,133.59,2022-04-29 16:08:02+00:00,7.0,5.1694179033457,0.7384882719065285,moving,188.3234419744296,4.772822244079691
41.602747,2.28168,E7,133.532,2022-04-29 16:08:09+00:00,7.0,5.137391334822533,0.7339130478317905,moving,193.0962642185093,-174.32369140674433
41.602702,2.281666,E7,133.453,2022-04-29 16:08:16+00:00,22.0,6.459335851916453,0.2936061750871115,stop,18.772572811764974,-18.772572811764974
41.602757,2.281691,E7,133.586,2022-04-29 16:08:38+00:00,5.0,6.00452603944795,1.20090520788959,moving,0.0,-10.174201036822067
41.602811,2.281691,E7,133.36,2022-04-29 16:08:43+00:00,4.0,5.648568758843032,1.412142189710758,moving,349.825798963178,0.9411063222437406
41.602861,2.281679,E7,133.526,2022-04-29 16:08:47+00:00,4.0,5.18210734665813,1.2955268366645325,moving,350.7669052854217,-7.77595504676384
41.602907,2.281669,E7,133.309,2022-04-29 16:08:51+00:00,4.0,5.116374492978594,1.2790936232446486,moving,342.99095023865783,0.6657758295870622
41.602951,2.281651,E7,133.089,2022-04-29 16:08:55+00:00,5.0,5.909735924216562,1.1819471848433123,moving,343.6567260682449,6.908669324713401
41.603002,2.281631,E7,133.018,2022-04-29 16:09:00+00:00,4.0,5.072384170255681,1.2680960425639205,moving,350.5653953929583,2.025122796197252
41.603047,2.281621,E7,133.019,2022-04-29 16:09:04+00:00,5.0,5.158037120248797,1.0316074240497597,moving,352.59051818915555,-7.479356104023793
41.603093,2.281613,E7,133.021,2022-04-29 16:09:09+00:00,4.0,5.177603896419929,1.2944009741049822,moving,345.1111620851317,10.340590125185088
41.603138,2.281597,E7,133.021,2022-04-29 16:09:13+00:00,4.0,5.242671201587377,1.3106678003968442,moving,355.45175221031684,7.840276157295477
41.603185,2.281592,E7,133.232,2022-04-29 16:09:17+00:00,4.0,5.791693553431728,1.447923388357932,moving,3.2920283676123177,-3.2920283676123177
41.603237,2.281596,E7,133.264,2022-04-29 16:09:21+00:00,3.0,5.67094125877632,1.89031375292544,moving,0.0,12.643720835637964
41.603288,2.281596,E7,133.216,2022-04-29 16:09:24+00:00,5.0,5.6979209163898,1.13958418327796,moving,12.643720835637964,2.715851768991854
41.603338,2.281611,E7,133.267,2022-04-29 16:09:29+00:00,4.0,5.650368377624116,1.412592094406029,moving,15.359572604629818,27.85347265272924
41.603387,2.281629,E7,133.295,2022-04-29 16:09:33+00:00,4.0,5.950229742837045,1.4875574357092614,moving,43.213045257359056,13.780764390008583
41.603426,2.281678,E7,133.249,2022-04-29 16:09:37+00:00,4.0,6.940378426602854,1.7350946066507136,moving,56.99380964736764,-28.665549065153183
41.60346,2.281748,E7,133.223,2022-04-29 16:09:41+00:00,3.0,5.4318865339344855,1.8106288446448284,moving,28.32826058221445,-1.5944519134336588e-05
41.603503,2.281779,E7,133.309,2022-04-29 16:09:44+00:00,6.0,5.431885718178867,0.9053142863631444,moving,28.32824463769532,3.7194994832807424
41.603546,2.28181,E7,133.38,2022-04-29 16:09:50+00:00,7.0,5.641042188259103,0.8058631697513005,moving,32.04774412097606,7.390628061980465
41.603589,2.281846,E7,133.419,2022-04-29 16:09:57+00:00,8.0,5.759096403200808,0.719887050400101,moving,39.43837218295653,-59.21177109022148
41.603629,2.28189,E7,133.89,2022-04-29 16:10:05+00:00,11.0,6.144424435979127,0.558584039634466,stop,340.22660109273505,34.074455659439764
41.603681,2.281865,E7,134.242,2022-04-29 16:10:16+00:00,6.0,5.049040716210391,0.8415067860350652,moving,14.301056752174816,7.967284843045718
41.603725,2.28188,E7,134.332,2022-04-29 16:10:22+00:00,5.0,5.046563715472535,1.009312743094507,moving,22.268341595220534,-49.57593138551829
41.603767,2.281903,E7,134.523,2022-04-29 16:10:27+00:00,15.0,5.255926311084655,0.3503950874056436,stop,332.69241020970225,13.885302857283309
41.603809,2.281874,E7,134.365,2022-04-29 16:10:42+00:00,7.0,5.372919412655155,0.7675599160935935,moving,346.57771306698555,19.77698612650437
41.603856,2.281859,E7,134.557,2022-04-29 16:10:49+00:00,8.0,5.258470982484365,0.6573088728105456,moving,6.354699193489921,46.130660138463895
41.603903,2.281866,E7,134.858,2022-04-29 16:10:57+00:00,4.0,5.660504361056556,1.415126090264139,moving,52.485359331953816,-27.09939163605412
41.603934,2.28192,E7,135.089,2022-04-29 16:11:01+00:00,9.0,6.400131371194004,0.7111257079104449,moving,25.38596769589969,32.43026848981344
41.603986,2.281953,E7,135.206,2022-04-29 16:11:10+00:00,12.0,5.010320677550152,0.4175267231291793,stop,57.81623618571314,-0.1696199656113322
41.60401,2.282004,E7,135.626,2022-04-29 16:11:22+00:00,5.0,5.610244892784153,1.1220489785568306,moving,57.646616220101805,46.86533732053266
41.604037,2.282061,E7,135.909,2022-04-29 16:11:27+00:00,2.0,5.32495296601428,2.66247648300714,moving,104.51195354063448,-68.24661078072103
41.604025,2.282123,E7,135.929,2022-04-29 16:11:29+00:00,3.0,7.3092311026112835,2.4364103675370945,moving,36.26534275991344,-154.40931772356336
41.604078,2.282175,E7,135.878,2022-04-29 16:11:32+00:00,8.0,5.657706115360432,0.707213264420054,moving,241.85602503635008,-39.04389952695775
41.604054,2.282115,E7,135.879,2022-04-29 16:11:40+00:00,9.0,5.790264094313245,0.6433626771459161,moving,202.8121255093924,2.236683268269445
41.604006,2.282088,E7,135.771,2022-04-29 16:11:49+00:00,4.0,5.891463240786192,1.472865810196548,moving,205.0488087776617,-4.950145152450801
41.603958,2.282058,E7,135.681,2022-04-29 16:11:53+00:00,10.0,5.565060887394142,0.5565060887394142,stop,200.0986636252109,-9.510099014050924
41.603911,2.282035,E7,135.522,2022-04-29 16:12:03+00:00,6.0,5.882299645983492,0.980383274330582,moving,190.58856461116005,11.600301668004022
41.603859,2.282022,E7,135.574,2022-04-29 16:12:09+00:00,4.0,5.283879534153767,1.3209698835384418,moving,202.18886627916407,-6.829378792444658
41.603815,2.281998,E7,135.446,2022-04-29 16:12:13+00:00,5.0,5.650365748142979,1.1300731496285958,moving,195.35948748671944,5.989645855513231
41.603766,2.28198,E7,135.237,2022-04-29 16:12:18+00:00,5.0,5.253043610880899,1.0506087221761795,moving,201.34913334223265,-7.6459103742271
41.603722,2.281957,E7,135.181,2022-04-29 16:12:23+00:00,5.0,5.264825586559993,1.0529651173119985,moving,193.70322296800555,-0.2808899877742021
41.603676,2.281942,E7,135.061,2022-04-29 16:12:28+00:00,5.0,5.372920220258849,1.0745840440517698,moving,193.4223329802313,-71.23875553986218
41.603629,2.281927,E7,134.817,2022-04-29 16:12:33+00:00,8.0,5.010341868412041,0.6262927335515052,moving,122.18357744036916,-36.8882951934354
41.603605,2.281978,E7,134.709,2022-04-29 16:12:41+00:00,7.0,5.422807134119781,0.774686733445683,moving,85.29528224693377,46.731355459458655
41.603609,2.282043,E7,134.719,2022-04-29 16:12:48+00:00,6.0,5.148864981823436,0.8581441636372392,moving,132.02663770639242,-48.18218593368232
41.603578,2.282089,E7,134.768,2022-04-29 16:12:54+00:00,7.0,5.184992003511375,0.7407131433587678,moving,83.8444517727101,-15.379808838748945
41.603583,2.282151,E7,134.719,2022-04-29 16:13:01+00:00,53.0,5.452588038490737,0.1028790195941648,stop,68.46464293396116,139.1642584353385
41.603601,2.282212,E7,134.651,2022-04-29 16:13:54+00:00,173.0,5.0202578511239135,0.0290188315093867,stop,207.62890136929963,-179.84737236596882
41.603561,2.282184,E7,134.711,2022-04-29 16:16:47+00:00,13.0,5.530014966736156,0.4253857666720119,stop,27.78152900333083,-151.04841083856576
41.603605,2.282215,E7,134.892,2022-04-29 16:17:00+00:00,631.0,5.270479423765386,0.0083525822880592,stop,236.73311816476507,-82.94992623717962
41.603579,2.282162,E7,135.034,2022-04-29 16:27:31+00:00,104.0,5.081758135060729,0.0488630589909685,stop,153.78319192758545,129.8831736763292
41.603538,2.282189,E7,135.286,2022-04-29 16:29:15+00:00,32.0,6.588845318352343,0.2059014161985107,stop,283.66636560391464,17.059645586188083
41.603552,2.282112,E7,135.297,2022-04-29 16:29:47+00:00,5.0,5.223147625693678,1.0446295251387356,moving,300.7260111901027,144.26229316141303
41.603576,2.282058,E7,135.656,2022-04-29 16:29:52+00:00,4.0,5.0914162542953925,1.272854063573848,moving,84.98830435151575,-2.605486053309903
41.60358,2.282119,E7,135.959,2022-04-29 16:29:56+00:00,4.0,5.033217932662513,1.2583044831656285,moving,82.38281829820585,-149.37912604507935
41.603586,2.282179,E7,135.914,2022-04-29 16:30:00+00:00,59.0,5.690774844999307,0.0964538109321916,stop,293.0036922531265,4.712924729829979
41.603606,2.282116,E7,135.909,2022-04-29 16:30:59+00:00,7.0,5.259720838305866,0.7513886911865523,moving,297.71661698295645,61.42658223904158
41.603628,2.28206,E7,135.976,2022-04-29 16:31:06+00:00,4.0,5.56036803149283,1.3900920078732075,moving,359.14319922199803,-12.880217491870496
41.603678,2.282059,E7,136.075,2022-04-29 16:31:10+00:00,4.0,5.952399361006599,1.4880998402516497,moving,346.26298173012754,2.28849794158333
41.60373,2.282042,E7,136.086,2022-04-29 16:31:14+00:00,5.0,5.445707409368335,1.089141481873667,moving,348.55147967171087,-12.11781164349958
41.603778,2.282029,E7,136.018,2022-04-29 16:31:19+00:00,12.0,5.823008432942595,0.4852507027452162,stop,336.4336680282113,-2.70079271043204
41.603826,2.282001,E7,136.138,2022-04-29 16:31:31+00:00,5.0,6.199950598308275,1.239990119661655,moving,333.73287531777925,-11.126058437172505
41.603876,2.281968,E7,136.249,2022-04-29 16:31:36+00:00,9.0,6.298118764210786,0.6997909738011985,moving,322.60681688060674,60.04640112903167
41.603921,2.281922,E7,136.441,2022-04-29 16:31:45+00:00,5.0,5.181088185525219,1.0362176371050438,moving,22.653218009638408,-5.644430791847469
41.603964,2.281946,E7,136.793,2022-04-29 16:31:50+00:00,5.0,5.11636732213998,1.023273464427996,moving,17.00878721779094,126.91491472233434
41.604008,2.281964,E7,136.864,2022-04-29 16:31:55+00:00,57.0,5.365530092740508,0.0941321068901843,stop,143.92370194012528,47.047669629394846
41.603969,2.282002,E7,136.945,2022-04-29 16:32:52+00:00,3.0,6.116317546185095,2.038772515395032,moving,190.97137156952013,-4.011021221715538
41.603915,2.281988,E7,137.147,2022-04-29 16:32:55+00:00,2.0,5.489003964202881,2.7445019821014407,moving,186.9603503478046,-4.10650359176006
41.603866,2.28198,E7,137.211,2022-04-29 16:32:57+00:00,3.0,5.009985142132715,1.6699950473775715,moving,182.85384675604453,40.93702021307792
41.603821,2.281977,E7,137.309,2022-04-29 16:33:00+00:00,266.0,6.0074496035799605,0.0225843970059397,stop,223.79086696912245,57.45260415271244
41.603782,2.281927,E7,137.365,2022-04-29 16:37:26+00:00,6.0,6.273237595379215,1.0455395992298693,moving,281.2434711218349,-71.06174395550417
41.603793,2.281853,E7,137.364,2022-04-29 16:37:32+00:00,2.0,5.788486187229322,2.894243093614661,moving,210.18172716633072,-160.3161134443507
41.603748,2.281818,E7,137.335,2022-04-29 16:37:34+00:00,5.0,5.002700927066404,1.0005401854132807,moving,49.865613721980026,32.6406223458693
41.603777,2.281864,E7,137.387,2022-04-29 16:37:39+00:00,7.0,5.115627492723542,0.7308039275319346,moving,82.50623606784933,-153.79022752386908
41.603783,2.281925,E7,137.327,2022-04-29 16:37:46+00:00,12.0,6.584149587030389,0.5486791322525324,stop,288.71600854398025,-92.61749388556105
41.603802,2.28185,E7,137.248,2022-04-29 16:37:58+00:00,4.0,6.596795043681189,1.6491987609202972,moving,196.0985146584192,-2.347352978375312
41.603745,2.281828,E7,137.13,2022-04-29 16:38:02+00:00,2.0,6.296186835841895,3.1480934179209474,moving,193.7511616800439,-98.58793170418672
41.60369,2.28181,E7,137.162,2022-04-29 16:38:04+00:00,3.0,6.177916586103323,2.0593055287011075,moving,95.16322997585718,-45.64793848137907
41.603685,2.281884,E7,137.223,2022-04-29 16:38:07+00:00,1.0,5.138042554849226,5.138042554849226,moving,49.515291494478106,-14.28508075738057
41.603715,2.281931,E7,137.238,2022-04-29 16:38:08+00:00,2.0,7.350914594447575,3.675457297223788,moving,35.230210737097536,-140.89418809777243
41.603769,2.281982,E7,137.37,2022-04-29 16:38:10+00:00,10.0,5.353919410090982,0.5353919410090981,stop,254.3360226393251,-15.534538597871745
